Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
ParticleSystem,1,1.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003
ParticleModuleCollisionGPU,2,2.000000,0.000022,0.000003,0.000019,0.000011,0.000019,0.000022,0.000003,0.000019,0.000011,0.000019
DistributionFloatConstant,41,41.000000,0.000066,0.000001,0.000007,0.000002,0.000001,0.000066,0.000001,0.000007,0.000002,0.000001
ParticleModuleLifetime,10,10.000000,0.000097,0.000001,0.000020,0.000010,0.000017,0.000097,0.000001,0.000020,0.000010,0.000017
ParticleModuleLight,2,2.000000,0.000056,0.000002,0.000054,0.000028,0.000054,0.000056,0.000002,0.000054,0.000028,0.000054
ParticleModuleLocationPrimitiveSphere,6,6.000000,0.000123,0.000001,0.000040,0.000020,0.000039,0.000123,0.000001,0.000040,0.000020,0.000039
ParticleModuleParameterDynamic,2,2.000000,0.000090,0.000002,0.000089,0.000045,0.000088,0.000090,0.000002,0.000089,0.000045,0.000088
ParticleModuleRequired,10,10.000000,0.000126,0.000001,0.000042,0.000013,0.000017,0.000126,0.000001,0.000042,0.000013,0.000017
ParticleModuleSpawn,10,10.000000,0.000229,0.000001,0.000047,0.000023,0.000043,0.000229,0.000001,0.000047,0.000023,0.000043
ParticleModuleColorOverLife,10,10.000000,0.000213,0.000001,0.000054,0.000021,0.000022,0.000213,0.000001,0.000054,0.000021,0.000022
DistributionFloatConstantCurve,16,16.000000,0.000174,0.000001,0.000027,0.000011,0.000016,0.000174,0.000001,0.000027,0.000011,0.000016
ParticleModuleRotationRateMultiplyLife,2,2.000000,0.000019,0.000001,0.000018,0.000010,0.000018,0.000019,0.000001,0.000018,0.000010,0.000018
ParticleModuleSubUV,4,4.000000,0.000039,0.000001,0.000019,0.000010,0.000018,0.000039,0.000001,0.000019,0.000010,0.000018
DistributionFloatUniform,11,11.000000,0.000022,0.000001,0.000007,0.000002,0.000001,0.000022,0.000001,0.000007,0.000002,0.000001
ParticleModuleRotation,6,6.000000,0.000056,0.000001,0.000018,0.000009,0.000017,0.000056,0.000001,0.000018,0.000009,0.000017
ParticleModuleRotationRate,4,4.000000,0.000038,0.000001,0.000018,0.000009,0.000018,0.000038,0.000001,0.000018,0.000009,0.000018
ParticleModuleVelocity,2,2.000000,0.000040,0.000002,0.000039,0.000020,0.000038,0.000040,0.000002,0.000039,0.000020,0.000038
DistributionVectorConstant,6,6.000000,0.000013,0.000001,0.000008,0.000002,0.000001,0.000013,0.000001,0.000008,0.000002,0.000001
ParticleModuleSize,10,10.000000,0.000111,0.000001,0.000022,0.000011,0.000020,0.000111,0.000001,0.000022,0.000011,0.000020
DistributionVectorConstantCurve,15,15.000000,0.000194,0.000001,0.000039,0.000013,0.000001,0.000194,0.000001,0.000039,0.000013,0.000001
ParticleModuleSizeMultiplyLife,6,6.000000,0.000069,0.000001,0.000022,0.000011,0.000021,0.000069,0.000001,0.000022,0.000011,0.000021
DistributionVectorUniform,7,7.000000,0.000023,0.000001,0.000009,0.000003,0.000001,0.000023,0.000001,0.000009,0.000003,0.000001
ParticleSpriteEmitter,10,10.000000,0.000067,0.000001,0.000021,0.000007,0.000010,0.000067,0.000001,0.000021,0.000007,0.000010
ParticleLODLevel,10,10.000000,0.000105,0.000001,0.000024,0.000010,0.000014,0.000105,0.000001,0.000024,0.000010,0.000014
ParticleModuleAccelerationConstant,6,6.000000,0.000045,0.000001,0.000017,0.000007,0.000010,0.000045,0.000001,0.000017,0.000007,0.000010
ParticleModuleTypeDataGpu,2,2.000000,0.000110,0.000003,0.000107,0.000055,0.000107,0.000110,0.000003,0.000107,0.000055,0.000107
T_Burst_M,1,1.000000,0.000090,0.000090,0.000090,0.000090,0.000090,0.000069,0.000069,0.000069,0.000069,0.000069
M_Burst,1,1.000000,0.000050,0.000050,0.000050,0.000050,0.000050,0.000050,0.000050,0.000050,0.000050,0.000050
M_BurstEditorOnlyData,1,1.000000,0.000036,0.000036,0.000036,0.000036,0.000036,0.000036,0.000036,0.000036,0.000036,0.000036
T_Explosion_SubUV,1,1.000000,0.000043,0.000043,0.000043,0.000043,0.000043,0.000035,0.000035,0.000035,0.000035,0.000035
M_explosion_subUV,1,1.000000,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031
M_explosion_subUVEditorOnlyData,1,1.000000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016
RadialGradient,1,1.000000,0.000046,0.000046,0.000046,0.000046,0.000046,0.000041,0.000041,0.000041,0.000041,0.000041
M_radial_ramp,1,1.000000,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030
M_radial_rampEditorOnlyData,1,1.000000,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017
T_Smoke_SubUV,1,1.000000,0.000047,0.000047,0.000047,0.000047,0.000047,0.000038,0.000038,0.000038,0.000038,0.000038
T_Smoke_Tiled_D,1,1.000000,0.000046,0.000046,0.000046,0.000046,0.000046,0.000034,0.000034,0.000034,0.000034,0.000034
M_smoke_subUV,1,1.000000,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030
M_smoke_subUVEditorOnlyData,1,1.000000,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021
ResilienceDistribution,1,1.000000,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006
ResilienceScaleOverLifeDistribution,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
DistributionBrightnessOverLife,1,1.000000,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006
DistributionLightExponent,1,1.000000,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006
DistributionRadiusScale,1,1.000000,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006
DistributionStartRadius,3,3.000000,0.000018,0.000006,0.000007,0.000006,0.000006,0.000018,0.000006,0.000007,0.000006,0.000006
DistributionVelocityScale,2,2.000000,0.000010,0.000004,0.000006,0.000005,0.000005,0.000010,0.000004,0.000006,0.000005,0.000005
DistributionParam2,1,1.000000,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005
DistributionParam3,1,1.000000,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005
DistributionParam4,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
RequiredDistributionSpawnRate,10,10.000000,0.000036,0.000003,0.000005,0.000004,0.000004,0.000036,0.000003,0.000005,0.000004,0.000004
BurstScaleDistribution,5,5.000000,0.000027,0.000005,0.000006,0.000005,0.000005,0.000027,0.000005,0.000006,0.000005,0.000005
RequiredDistributionSpawnRateScale,5,5.000000,0.000026,0.000005,0.000005,0.000005,0.000005,0.000026,0.000005,0.000005,0.000005,0.000005
DistributionLifetime,3,3.000000,0.000019,0.000006,0.000007,0.000006,0.000006,0.000019,0.000006,0.000007,0.000006,0.000006
DistributionStartRotation,3,3.000000,0.000018,0.000006,0.000006,0.000006,0.000006,0.000018,0.000006,0.000006,0.000006,0.000006
DistributionStartVelocityRadial,1,1.000000,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005
DistributionColorScaleOverLife,1,1.000000,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010
DistributionStartLocation,3,3.000000,0.000017,0.000006,0.000006,0.000006,0.000006,0.000017,0.000006,0.000006,0.000006,0.000006
DistributionColorOverLife,1,1.000000,0.000034,0.000034,0.000034,0.000034,0.000034,0.000034,0.000034,0.000034,0.000034,0.000034
DistributionStartSize,2,2.000000,0.000020,0.000009,0.000011,0.000010,0.000011,0.000020,0.000009,0.000011,0.000010,0.000011
DistributionStartVelocity,1,1.000000,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009
P_Explosion,178,178.000000,0.004786,0.000004,0.000330,0.000027,0.000024,0.004786,0.000004,0.000330,0.000027,0.000024
ThumbnailTexture,1,1.000000,0.000106,0.000106,0.000106,0.000106,0.000106,0.000070,0.000070,0.000070,0.000070,0.000070
SoundCue,3,3.000000,0.000012,0.000004,0.000005,0.000004,0.000004,0.000012,0.000004,0.000005,0.000004,0.000004
SoundCueGraph,6,6.000000,0.000085,0.000003,0.000027,0.000014,0.000018,0.000085,0.000003,0.000027,0.000014,0.000018
SoundCueGraphNode,6,6.000000,0.000092,0.000002,0.000030,0.000015,0.000027,0.000092,0.000002,0.000030,0.000015,0.000027
SoundCueGraphNode_Root,6,6.000000,0.000051,0.000001,0.000018,0.000008,0.000012,0.000051,0.000001,0.000018,0.000008,0.000012
SoundNodeWavePlayer,6,6.000000,0.000049,0.000002,0.000017,0.000008,0.000012,0.000049,0.000002,0.000017,0.000008,0.000012
laserSmall_001,1,1.000000,0.000061,0.000061,0.000061,0.000061,0.000061,0.000039,0.000039,0.000039,0.000039,0.000039
EnemyBullet,1,1.000000,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030
FSoundWaveCompilingManager::AddSoundWaves,3,3.000000,0.000006,0.000001,0.000003,0.000002,0.000002,0.000006,0.000001,0.000003,0.000002,0.000002
explosionCrunch_000,1,1.000000,0.000055,0.000055,0.000055,0.000055,0.000055,0.000038,0.000038,0.000038,0.000038,0.000038
Explosion,1,1.000000,0.000035,0.000035,0.000035,0.000035,0.000035,0.000035,0.000035,0.000035,0.000035,0.000035
DefaultMaterial,1,1.000000,0.000079,0.000079,0.000079,0.000079,0.000079,0.000079,0.000079,0.000079,0.000079,0.000079
DefaultMaterialEditorOnlyData,1,1.000000,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071
M_Bullet,1,1.000000,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072,0.000072
M_BulletEditorOnlyData,1,1.000000,0.000090,0.000090,0.000090,0.000090,0.000090,0.000090,0.000090,0.000090,0.000090,0.000090
MI_BulletRed,1,1.000000,0.000070,0.000070,0.000070,0.000070,0.000070,0.000070,0.000070,0.000070,0.000070,0.000070
MI_BulletRedEditorOnlyData,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
ArrowComponent,9,9.000000,0.000073,0.000004,0.000018,0.000008,0.000005,0.000073,0.000004,0.000018,0.000008,0.000005
Cube,19,19.000000,0.000189,0.000001,0.000164,0.000010,0.000001,0.000028,0.000001,0.000004,0.000001,0.000001
MI_BulletBlue,1,1.000000,0.000050,0.000050,0.000050,0.000050,0.000050,0.000050,0.000050,0.000050,0.000050,0.000050
MI_BulletBlueEditorOnlyData,1,1.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003
MI_SpaceShooter,1,1.000000,0.000060,0.000060,0.000060,0.000060,0.000060,0.000060,0.000060,0.000060,0.000060,0.000060
MI_SpaceShooterEditorOnlyData,1,1.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003
SpaceShooter,187,187.000000,0.001390,0.000000,0.000134,0.000007,0.000000,0.001201,0.000000,0.000126,0.000006,0.000000
laserLarge_000,1,1.000000,0.000077,0.000077,0.000077,0.000077,0.000077,0.000054,0.000054,0.000054,0.000054,0.000054
PlayerBullet,1,1.000000,0.000036,0.000036,0.000036,0.000036,0.000036,0.000036,0.000036,0.000036,0.000036,0.000036
AndroidPermissionCallbackProxy,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
ArchVisCharMovementComponent,1,1.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003
ThumbnailManager,1,1.000000,0.000110,0.000110,0.000110,0.000110,0.000110,0.000036,0.000036,0.000036,0.000036,0.000036
ClassThumbnailRenderer,1,1.000000,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009
BlueprintThumbnailRenderer,1,1.000000,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006
FontThumbnailRenderer,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
TextureThumbnailRenderer,4,4.000000,0.000005,0.000001,0.000001,0.000001,0.000001,0.000005,0.000001,0.000001,0.000001,0.000001
TextureCubeThumbnailRenderer,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
Texture2DArrayThumbnailRenderer,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
TextureCubeArrayThumbnailRenderer,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
VolumeTextureThumbnailRenderer,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
MaterialInstanceThumbnailRenderer,2,2.000000,0.000003,0.000001,0.000002,0.000001,0.000002,0.000003,0.000001,0.000002,0.000001,0.000002
MaterialFunctionThumbnailRenderer,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
ParticleSystemThumbnailRenderer,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
PhysicalMaterialMaskThumbnailRenderer,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
StaticMeshThumbnailRenderer,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
SkeletalMeshThumbnailRenderer,1,1.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003
SkeletonThumbnailRenderer,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
AnimSequenceThumbnailRenderer,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
BlendSpaceThumbnailRenderer,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
AnimBlueprintThumbnailRenderer,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
LevelThumbnailRenderer,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
WorldThumbnailRenderer,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
SoundWaveThumbnailRenderer,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
SlateBrushThumbnailRenderer,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
SubsurfaceProfileRenderer,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
SpecularProfileRenderer,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
NeuralProfileRenderer,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
PhysicsAssetThumbnailRenderer,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
CurveLinearColorThumbnailRenderer,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
CurveFloatThumbnailRenderer,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
CurveVector3ThumbnailRenderer,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
GeometryCacheThumbnailRenderer,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
MediaPlaylist,2,2.000000,0.000003,0.000001,0.000002,0.000002,0.000002,0.000003,0.000001,0.000002,0.000002,0.000002
MediaPlateComponent,1,1.000000,0.000008,0.000008,0.000008,0.000008,0.000008,0.000007,0.000007,0.000007,0.000007,0.000007
FMaterialBakingModule::OnObjectModified,10525,10525.000000,1.439063,0.000000,1.435826,0.000137,0.000000,1.439063,0.000000,1.435826,0.000137,0.000000
SM_MediaPlateScreen,1,1.000000,0.000149,0.000149,0.000149,0.000149,0.000149,0.000004,0.000004,0.000004,0.000004,0.000004
TakeMetaData,1,1.000000,0.000028,0.000028,0.000028,0.000028,0.000028,0.000028,0.000028,0.000028,0.000028,0.000028
ActorRecorderPropertyMap,1,1.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003
CloseDisregardForGC,1,1.000000,0.022890,0.022890,0.022890,0.022890,0.022890,0.005426,0.005426,0.005426,0.005426,0.005426
AssembleReferenceTokenStreams (can be optimized),1,1.000000,0.017459,0.017459,0.017459,0.017459,0.017459,0.017459,0.017459,0.017459,0.017459,0.017459
NotifyRegistrationComplete,1,1.000000,0.017904,0.017904,0.017904,0.017904,0.017904,0.000010,0.000010,0.000010,0.000010,0.000010
FindAllScriptObjects,1,1.000000,0.017857,0.017857,0.017857,0.017857,0.017857,0.017679,0.017679,0.017679,0.017679,0.017679
FCoreDelegates::OnAsyncLoadingFlush,2,2.000000,0.000004,0.000002,0.000002,0.000002,0.000002,0.000004,0.000002,0.000002,0.000002,0.000002
OnlineEngineInterfaceImpl,1,1.000000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016
MaterialExpressionConstant4Vector,2,2.000000,0.000015,0.000006,0.000009,0.000007,0.000009,0.000015,0.000006,0.000009,0.000007,0.000009
HighResolutionScreenshotMaskFunction,1,1.000000,0.000020,0.000020,0.000020,0.000020,0.000020,0.000020,0.000020,0.000020,0.000020,0.000020
HighResScreenshot,1,1.000000,0.000046,0.000046,0.000046,0.000046,0.000046,0.000046,0.000046,0.000046,0.000046,0.000046
HighResScreenshotMask,1,1.000000,0.000098,0.000098,0.000098,0.000098,0.000098,0.000098,0.000098,0.000098,0.000098,0.000098
HighResScreenshotCaptureRegion,1,1.000000,0.000108,0.000108,0.000108,0.000108,0.000108,0.000108,0.000108,0.000108,0.000108,0.000108
RunSmokeTests,1,1.000000,0.185660,0.185660,0.185660,0.185660,0.185660,0.000001,0.000001,0.000001,0.000001,0.000001
FAutomationTestFramework::RunSmokeTests,1,1.000000,0.185659,0.185659,0.185659,0.185659,0.185659,0.007942,0.007942,0.007942,0.007942,0.007942
FOutputDeviceRedirector::FlushThreadedLogs,377,377.000000,0.004273,0.000003,0.000082,0.000011,0.000012,0.004273,0.000003,0.000082,0.000011,0.000012
AutomationTest System.Core.Misc.Algos,1,1.000000,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103,0.000103
AutomationTest System.Core.Containers.Smoke,1,1.000000,0.133840,0.133840,0.133840,0.133840,0.133840,0.133840,0.133840,0.133840,0.133840,0.133840
AutomationTest System.Core.Containers.TArray,1,1.000000,0.000211,0.000211,0.000211,0.000211,0.000211,0.000211,0.000211,0.000211,0.000211,0.000211
AutomationTest System.Core.Containers.Natvis,1,1.000000,0.000086,0.000086,0.000086,0.000086,0.000086,0.000086,0.000086,0.000086,0.000086,0.000086
AutomationTest System.Core.String.SanitizeFloat,1,1.000000,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
AutomationTest System.Core.String.AppendInt,1,1.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003
AutomationTest System.Core.String.Unicode,1,1.000000,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006
AutomationTest System.Core.Misc.LexTryParseString,1,1.000000,0.000029,0.000029,0.000029,0.000029,0.000029,0.000029,0.000029,0.000029,0.000029,0.000029
AutomationTest System.Core.String.ParseIntoArray,1,1.000000,0.000020,0.000020,0.000020,0.000020,0.000020,0.000020,0.000020,0.000020,0.000020,0.000020
AutomationTest System.Core.String.Substring,1,1.000000,0.000023,0.000023,0.000023,0.000023,0.000023,0.000023,0.000023,0.000023,0.000023,0.000023
AutomationTest System.Core.String.FromStringView,1,1.000000,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009
AutomationTest System.Core.String.ConstructorWithSlack,1,1.000000,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008
AutomationTest System.Core.String.Equality,1,1.000000,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017
AutomationTest System.Core.String.PathConcatCompoundOperator,1,1.000000,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022
AutomationTest System.Core.String.ConstructWithSlack,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
AutomationTest System.Core.String.ConstructFromPtrSize,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
AutomationTest System.Core.String.ConstructFromPtrSizeWithSlack,1,1.000000,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007
AutomationTest System.Core.GenericPlatform.Stricmp,1,1.000000,0.000219,0.000219,0.000219,0.000219,0.000219,0.000219,0.000219,0.000219,0.000219,0.000219
AutomationTest System.Core.Math.Evaluate.Valid Expressions,1,1.000000,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291
AutomationTest System.Core.Math.Evaluate.Valid Expressions With Whitespaces,1,1.000000,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011
AutomationTest System.Core.Math.Evaluate.Valid Grouped Expressions,1,1.000000,0.000082,0.000082,0.000082,0.000082,0.000082,0.000082,0.000082,0.000082,0.000082,0.000082
AutomationTest System.Core.Math.Evaluate.Invalid Expressions,1,1.000000,0.000110,0.000110,0.000110,0.000110,0.000110,0.000091,0.000091,0.000091,0.000091,0.000091
AutomationTest System.Core.Expression Parser.Short Circuit,1,1.000000,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022
AutomationTest System.Core.Expression Parser.Lexer.Basic,1,1.000000,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005
AutomationTest System.Core.Expression Parser.Lexer.Ignore whitespace,1,1.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003
AutomationTest System.Core.Expression Parser.Lexer.Parse string,1,1.000000,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005
AutomationTest System.Core.Misc.ParseLineExtended,1,1.000000,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011
AutomationTest System.Core.Misc.ParseExpressionSimple,1,1.000000,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026,0.000026
AutomationTest System.Core.Tuples.Smoke,1,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
AutomationTest System.Core.HAL.Platform Verification,1,1.000000,0.002790,0.002790,0.002790,0.002790,0.002790,0.002790,0.002790,0.002790,0.002790,0.002790
AutomationTest System.Core.Serialization.CbField.None,1,1.000000,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008
AutomationTest System.Core.Serialization.CbField.Null,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
AutomationTest System.Core.Serialization.CbField.Object,1,1.000000,0.000061,0.000061,0.000061,0.000061,0.000061,0.000061,0.000061,0.000061,0.000061,0.000061
AutomationTest System.Core.Serialization.CbField.Array,1,1.000000,0.000033,0.000033,0.000033,0.000033,0.000033,0.000033,0.000033,0.000033,0.000033,0.000033
AutomationTest System.Core.Serialization.CbField.Binary,1,1.000000,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019
AutomationTest System.Core.Serialization.CbField.String,1,1.000000,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017
AutomationTest System.Core.Serialization.CbField.Integer,1,1.000000,0.000760,0.000760,0.000760,0.000760,0.000760,0.000760,0.000760,0.000760,0.000760,0.000760
AutomationTest System.Core.Serialization.CbField.Float,1,1.000000,0.000082,0.000082,0.000082,0.000082,0.000082,0.000082,0.000082,0.000082,0.000082,0.000082
AutomationTest System.Core.Serialization.CbField.Bool,1,1.000000,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013
AutomationTest System.Core.Serialization.CbField.ObjectAttachment,1,1.000000,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021
AutomationTest System.Core.Serialization.CbField.BinaryAttachment,1,1.000000,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019
AutomationTest System.Core.Serialization.CbField.Hash,1,1.000000,0.000027,0.000027,0.000027,0.000027,0.000027,0.000027,0.000027,0.000027,0.000027,0.000027
AutomationTest System.Core.Serialization.CbField.Uuid,1,1.000000,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019
AutomationTest System.Core.Serialization.CbField.DateTime,1,1.000000,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015
AutomationTest System.Core.Serialization.CbField.TimeSpan,1,1.000000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016
AutomationTest System.Core.Serialization.CbField.ObjectId,1,1.000000,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013
AutomationTest System.Core.Serialization.CbField.CustomById,1,1.000000,0.000051,0.000051,0.000051,0.000051,0.000051,0.000051,0.000051,0.000051,0.000051,0.000051
AutomationTest System.Core.Serialization.CbField.CustomByName,1,1.000000,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
AutomationTest System.Core.Serialization.CbField.IterateAttachments,1,1.000000,0.000046,0.000046,0.000046,0.000046,0.000046,0.000046,0.000046,0.000046,0.000046,0.000046
AutomationTest System.Core.Serialization.CbFieldBuffer,1,1.000000,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005
