Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
WorldGridMaterial,1,1.000000,0.000134,0.000134,0.000134,0.000134,0.000134,0.000134,0.000134,0.000134,0.000134,0.000134
MaterialExpressionFontSampleParameter,2,2.000000,0.000029,0.000011,0.000018,0.000014,0.000017,0.000029,0.000011,0.000018,0.000014,0.000017
MaterialExpressionVertexColor,18,18.000000,0.000145,0.000003,0.000013,0.000008,0.000008,0.000145,0.000003,0.000013,0.000008,0.000008
DefaultTextMaterialOpaque,1,1.000000,0.000104,0.000104,0.000104,0.000104,0.000104,0.000104,0.000104,0.000104,0.000104,0.000104
FHLSLMaterialTranslatorTranslate,102,102.000000,0.089625,0.000397,0.002147,0.000879,0.000830,0.085634,0.000391,0.001968,0.000840,0.000789
FMaterialShaderMap::Compile,102,102.000000,0.025596,0.000027,0.003426,0.000251,0.000027,0.004414,0.000027,0.000090,0.000043,0.000042
TextRenderComponent,2,2.000000,0.000039,0.000012,0.000028,0.000020,0.000028,0.000039,0.000012,0.000028,0.000020,0.000028
AudioComponent,1,1.000000,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005
SkeletalMeshComponent,4,4.000000,0.000075,0.000006,0.000051,0.000019,0.000011,0.000075,0.000006,0.000051,0.000019,0.000011
BrushComponent,31,31.000000,0.000199,0.000003,0.000025,0.000006,0.000003,0.000199,0.000003,0.000025,0.000006,0.000003
StaticMeshDescription,68,68.000000,0.000922,0.000005,0.000032,0.000014,0.000014,0.000922,0.000005,0.000032,0.000014,0.000014
StaticMeshDescriptionBulkData,100,100.000000,0.002132,0.000009,0.000041,0.000021,0.000020,0.000655,0.000003,0.000023,0.000007,0.000005
MatineeCam_D,1,1.000000,0.000081,0.000081,0.000081,0.000081,0.000081,0.000059,0.000059,0.000059,0.000059,0.000059
MatineeCam_mat,1,1.000000,0.000065,0.000065,0.000065,0.000065,0.000065,0.000065,0.000065,0.000065,0.000065,0.000065
StaticMesh,33,33.000000,0.001618,0.000029,0.000082,0.000049,0.000047,0.000672,0.000011,0.000038,0.000020,0.000019
BodySetup,87,87.000000,0.002058,0.000002,0.000105,0.000024,0.000008,0.002058,0.000002,0.000105,0.000024,0.000008
FbxStaticMeshImportData,55,55.000000,0.000893,0.000002,0.000057,0.000016,0.000008,0.000893,0.000002,0.000057,0.000016,0.000008
SceneThumbnailInfo,72,72.000000,0.000217,0.000001,0.000011,0.000003,0.000003,0.000217,0.000001,0.000011,0.000003,0.000003
RB_BodySetup,7,7.000000,0.000456,0.000030,0.000108,0.000065,0.000056,0.000456,0.000030,0.000108,0.000065,0.000056
MatineeCam_SM,2,2.000000,0.000205,0.000005,0.000200,0.000102,0.000199,0.000027,0.000005,0.000022,0.000013,0.000022
UStaticMesh::Serialize,33,33.000000,0.004863,0.000099,0.000212,0.000147,0.000149,0.004863,0.000099,0.000212,0.000147,0.000149
HiResMeshDescription,33,33.000000,0.000387,0.000008,0.000019,0.000012,0.000011,0.000229,0.000004,0.000013,0.000007,0.000007
FMeshDescriptionBulkData::Serialize,66,66.000000,0.000721,0.000003,0.000030,0.000011,0.000008,0.000084,0.000000,0.000005,0.000001,0.000001
UStaticMesh::BeginPostLoadInternal,33,33.000000,0.015134,0.000009,0.014694,0.000459,0.000009,0.000607,0.000009,0.000168,0.000018,0.000014
UStaticMesh::ExecutePostLoadInternal,33,33.000000,0.102607,0.001038,0.012381,0.003109,0.001840,0.015327,0.000020,0.006774,0.000464,0.000088
UStaticMesh::CacheDerivedData,33,33.000000,0.052582,0.000734,0.005211,0.001593,0.001232,0.000341,0.000006,0.000041,0.000010,0.000008
UStaticMesh::CacheMeshData,33,33.000000,0.000046,0.000000,0.000003,0.000001,0.000001,0.000046,0.000000,0.000003,0.000001,0.000001
FStaticMeshRenderData::Cache,33,33.000000,0.021375,0.000141,0.003015,0.000648,0.000258,0.001309,0.000020,0.000073,0.000040,0.000039
StaticMeshCache,33,33.000000,0.019867,0.000112,0.002743,0.000602,0.000245,0.000666,0.000012,0.000045,0.000020,0.000019
GetDDC,33,33.000000,0.017069,0.000075,0.002570,0.000517,0.000176,0.005361,0.000002,0.001174,0.000162,0.000002
FStaticMeshRenderData::Serialize,33,33.000000,0.002132,0.000022,0.000399,0.000065,0.000033,0.002132,0.000022,0.000399,0.000065,0.000033
FDistanceFieldVolumeData::CacheDerivedData,33,33.000000,0.030819,0.000562,0.003851,0.000934,0.000794,0.002089,0.000023,0.000592,0.000063,0.000046
DDC_GetSynchronous_Data,90,90.000000,0.037679,0.000158,0.002828,0.000419,0.000320,0.000225,0.000001,0.000010,0.000002,0.000002
ZenDDC::GetValue,146,146.000000,0.003835,0.000010,0.000078,0.000026,0.000023,0.003835,0.000010,0.000078,0.000026,0.000023
FCardRepresentationData::CacheDerivedData,33,33.000000,0.009491,0.000183,0.000455,0.000288,0.000269,0.000231,0.000003,0.000011,0.000007,0.000007
ShouldSkipDDC,52,52.000000,0.000072,0.000000,0.000007,0.000001,0.000001,0.000072,0.000000,0.000007,0.000001,0.000001
FChaosDerivedDataCooker::Build,48,48.000000,0.042665,0.000040,0.005775,0.000889,0.000388,0.040455,0.000034,0.005473,0.000843,0.000364
UBodySetup::GetCookInfo,48,48.000000,0.002210,0.000001,0.000302,0.000046,0.000014,0.002210,0.000001,0.000302,0.000046,0.000014
UStaticMesh::PrepareDerivedDataForActiveTargetPlatforms,33,33.000000,0.000071,0.000001,0.000006,0.000002,0.000002,0.000071,0.000001,0.000006,0.000002,0.000002
UStaticMesh::ClearMeshDescription,66,66.000000,0.000070,0.000000,0.000007,0.000001,0.000001,0.000070,0.000000,0.000004,0.000001,0.000001
UStaticMesh::FinishPostLoad,33,33.000000,0.006933,0.000008,0.002267,0.000210,0.000168,0.002148,0.000008,0.000194,0.000065,0.000068
UStaticMesh::UpdateUVChannelData,33,33.000000,0.000039,0.000001,0.000002,0.000001,0.000001,0.000039,0.000001,0.000002,0.000001,0.000001
FRawStaticIndexBuffer::InitRHI,66,66.000000,0.001530,0.000002,0.000098,0.000023,0.000009,0.000984,0.000001,0.000070,0.000015,0.000005
CameraComponent,17,17.000000,0.000164,0.000000,0.000111,0.000010,0.000002,0.000101,0.000000,0.000044,0.000006,0.000002
S_CameraShakeSource,1,1.000000,0.000107,0.000107,0.000107,0.000107,0.000107,0.000084,0.000084,0.000084,0.000084,0.000084
CameraShakeSourceComponent,1,1.000000,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009
DecalComponent,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
MaterialBillboardComponent,1,1.000000,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007
T_EditorHelp,1,1.000000,0.000081,0.000081,0.000081,0.000081,0.000081,0.000061,0.000061,0.000061,0.000061,0.000061
flipbook,2,2.000000,0.000087,0.000037,0.000050,0.000043,0.000050,0.000076,0.000037,0.000039,0.000038,0.000039
MaterialExpressionDDX,10,10.000000,0.000075,0.000002,0.000016,0.000008,0.000008,0.000075,0.000002,0.000016,0.000008,0.000008
MaterialExpressionDDY,10,10.000000,0.000067,0.000002,0.000014,0.000007,0.000008,0.000067,0.000002,0.000014,0.000007,0.000008
MaterialExpressionIf,114,114.000000,0.001333,0.000002,0.000029,0.000012,0.000015,0.001333,0.000002,0.000029,0.000012,0.000015
ComputeMipLevel,1,1.000000,0.000027,0.000027,0.000027,0.000027,0.000027,0.000027,0.000027,0.000027,0.000027,0.000027
DebugNumberStrip,1,1.000000,0.000042,0.000042,0.000042,0.000042,0.000042,0.000030,0.000030,0.000030,0.000030,0.000030
DebugNumberPeriod,1,1.000000,0.000044,0.000044,0.000044,0.000044,0.000044,0.000037,0.000037,0.000037,0.000037,0.000037
DefaultTexture,1,1.000000,0.000094,0.000094,0.000094,0.000094,0.000094,0.000064,0.000064,0.000064,0.000064,0.000064
MaterialExpressionSphereMask,16,16.000000,0.000168,0.000002,0.000021,0.000010,0.000012,0.000168,0.000002,0.000021,0.000010,0.000012
MaterialExpressionTextureObject,6,6.000000,0.000046,0.000003,0.000014,0.000008,0.000010,0.000046,0.000003,0.000014,0.000008,0.000010
MaterialExpressionAbs,48,48.000000,0.000536,0.000002,0.000069,0.000011,0.000011,0.000536,0.000002,0.000069,0.000011,0.000011
MaterialExpressionCeil,16,16.000000,0.000124,0.000002,0.000020,0.000008,0.000009,0.000124,0.000002,0.000020,0.000008,0.000009
MaterialExpressionConstant2Vector,26,26.000000,0.000196,0.000002,0.000020,0.000008,0.000008,0.000196,0.000002,0.000020,0.000008,0.000008
MaterialExpressionFloor,36,36.000000,0.000227,0.000002,0.000013,0.000006,0.000008,0.000227,0.000002,0.000013,0.000006,0.000008
MaterialExpressionFrac,40,40.000000,0.000262,0.000002,0.000014,0.000007,0.000009,0.000262,0.000002,0.000014,0.000007,0.000009
MaterialExpressionPower,36,36.000000,0.000301,0.000002,0.000022,0.000008,0.000009,0.000301,0.000002,0.000022,0.000008,0.000009
MaterialExpressionReroute,50,50.000000,0.000293,0.000002,0.000012,0.000006,0.000009,0.000293,0.000002,0.000012,0.000006,0.000009
MaterialExpressionSaturate,10,10.000000,0.000063,0.000002,0.000013,0.000006,0.000008,0.000063,0.000002,0.000013,0.000006,0.000008
MaterialExpressionTime,10,10.000000,0.000067,0.000002,0.000013,0.000007,0.000008,0.000067,0.000002,0.000013,0.000007,0.000008
TextureCropping,1,1.000000,0.000091,0.000091,0.000091,0.000091,0.000091,0.000086,0.000086,0.000086,0.000086,0.000086
DebugScalarValues,1,1.000000,0.000107,0.000107,0.000107,0.000107,0.000107,0.000104,0.000104,0.000104,0.000104,0.000104
DebugFloat2Values,1,1.000000,0.000038,0.000038,0.000038,0.000038,0.000038,0.000036,0.000036,0.000036,0.000036,0.000036
MaterialExpressionScalarParameter,82,82.000000,0.000829,0.000001,0.000029,0.000010,0.000011,0.000829,0.000001,0.000029,0.000010,0.000011
HelpActorMaterial,1,1.000000,0.000094,0.000094,0.000094,0.000094,0.000094,0.000094,0.000094,0.000094,0.000094,0.000094
LevelInstanceComponent,4,4.000000,0.000019,0.000002,0.000011,0.000005,0.000004,0.000019,0.000002,0.000011,0.000005,0.000004
StaticMeshComponent,31126,31126.000000,0.298048,0.000002,0.000379,0.000010,0.000006,0.295101,0.000002,0.000378,0.000009,0.000006
MaterialInstanceEditorOnlyData,45,45.000000,0.000116,0.000001,0.000007,0.000003,0.000002,0.000116,0.000001,0.000007,0.000003,0.000002
CapsuleComponent,11,11.000000,0.000096,0.000003,0.000036,0.000009,0.000006,0.000096,0.000003,0.000036,0.000009,0.000006
ParticleSystemComponent,6,6.000000,0.000757,0.000000,0.000529,0.000126,0.000051,0.000622,0.000003,0.000512,0.000104,0.000026
ClusterUnionComponent,1,1.000000,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005
SkeletalMeshDescription,1,1.000000,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007
SplineMeshComponent,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
VectorFieldComponent,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
RuntimeVirtualTextureComponent,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
DataLayerAsset,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
BoxReflectionCaptureComponent,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
S_LightDirectional,1,1.000000,0.000085,0.000085,0.000085,0.000085,0.000085,0.000063,0.000063,0.000063,0.000063,0.000063
S_LightDirectionalMove,1,1.000000,0.000067,0.000067,0.000067,0.000067,0.000067,0.000051,0.000051,0.000051,0.000051,0.000051
DirectionalLightComponent,2,2.000000,0.000010,0.000004,0.000007,0.000005,0.000007,0.000010,0.000004,0.000007,0.000005,0.000007
ExponentialHeightFogComponent,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
LocalFogVolumeComponent,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
PlanarReflectionComponent,1,1.000000,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005
PlaneReflectionCaptureComponent,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
DrawSphereComponent,3,3.000000,0.000021,0.000003,0.000014,0.000007,0.000004,0.000021,0.000003,0.000014,0.000007,0.000004
S_LightPoint,1,1.000000,0.000100,0.000100,0.000100,0.000100,0.000100,0.000077,0.000077,0.000077,0.000077,0.000077
S_LightPointMove,1,1.000000,0.000119,0.000119,0.000119,0.000119,0.000119,0.000095,0.000095,0.000095,0.000095,0.000095
PointLightComponent,1,1.000000,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010
RadialForceComponent,1,1.000000,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005
SceneCaptureComponent2D,1,1.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003
SceneCaptureComponentCube,1,1.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003
SkyLight,1,1.000000,0.000119,0.000119,0.000119,0.000119,0.000119,0.000095,0.000095,0.000095,0.000095,0.000095
SkyLightComponent,1,1.000000,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013
SphereReflectionCaptureComponent,1,1.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003
SphereComponent,6,6.000000,0.000049,0.000004,0.000016,0.000008,0.000008,0.000049,0.000004,0.000016,0.000008,0.000008
AtmosphericFogComponent,1,1.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003
CharacterMovementComponent,3,3.000000,0.000013,0.000003,0.000006,0.000004,0.000004,0.000013,0.000003,0.000006,0.000004,0.000004
HeterogeneousVolumeComponent,1,1.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003
SkyAtmosphereComponent,1,1.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003
VolumetricCloudComponent,1,1.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003
FloatingPawnMovement,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
Sphere,596,596.000000,0.000921,0.000001,0.000161,0.000002,0.000001,0.000653,0.000001,0.000027,0.000001,0.000001
UActorComponent::RecreatePhysicsState,16541,16541.000000,0.007845,0.000000,0.000035,0.000000,0.000000,0.002743,0.000000,0.000006,0.000000,0.000000
UActorComponent::DestroyPhysicsState,37265,37265.000000,0.151438,0.000000,0.000219,0.000004,0.000000,0.151438,0.000000,0.000219,0.000004,0.000000
HierarchicalInstancedStaticMeshComponent,2,2.000000,0.000081,0.000031,0.000049,0.000040,0.000049,0.000081,0.000031,0.000049,0.000040,0.000049
InstancedStaticMeshComponent,1,1.000000,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011
PhysicsConstraintComponent,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
PhysicsThrusterComponent,1,1.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003
S_LightRect,1,1.000000,0.000080,0.000080,0.000080,0.000080,0.000080,0.000061,0.000061,0.000061,0.000061,0.000061
RectLightComponent,1,1.000000,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008
S_LightSpot,1,1.000000,0.000116,0.000116,0.000116,0.000116,0.000116,0.000087,0.000087,0.000087,0.000087,0.000087
S_LightSpotMove,1,1.000000,0.000114,0.000114,0.000114,0.000114,0.000114,0.000093,0.000093,0.000093,0.000093,0.000093
SpotLightComponent,2,2.000000,0.000016,0.000007,0.000009,0.000008,0.000009,0.000016,0.000007,0.000009,0.000008,0.000009
WindDirectionalSourceComponent,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
USceneComponent::UpdateOverlaps,150862,150862.000000,28.510652,0.000000,0.010907,0.000189,0.000000,0.045718,0.000000,0.000115,0.000000,0.000000
Blueprint,10,10.000000,0.000038,0.000001,0.000008,0.000004,0.000003,0.000038,0.000001,0.000008,0.000004,0.000003
BlueprintGeneratedClass,34,34.000000,0.000175,0.000001,0.000018,0.000005,0.000004,0.000175,0.000001,0.000018,0.000005,0.000004
DmgTypeBP_Environmental_C,1,1.000000,0.000782,0.000782,0.000782,0.000782,0.000782,0.000178,0.000178,0.000178,0.000178,0.000178
Default__DmgTypeBP_Environmental_C,1,1.000000,0.000039,0.000039,0.000039,0.000039,0.000039,0.000038,0.000038,0.000038,0.000038,0.000038
FBlueprintGeneratedClassUtils::ValidateDefaultSubobjects,13,13.000000,0.000002,0.000000,0.000001,0.000000,0.000000,0.000002,0.000000,0.000001,0.000000,0.000000
DmgTypeBP_Environmental,1,1.000000,0.000059,0.000059,0.000059,0.000059,0.000059,0.000054,0.000054,0.000054,0.000054,0.000054
EdGraph,43,43.000000,0.000142,0.000001,0.000012,0.000003,0.000003,0.000142,0.000001,0.000012,0.000003,0.000003
EventGraph,13,13.000000,0.000574,0.000008,0.000214,0.000044,0.000037,0.000500,0.000008,0.000179,0.000038,0.000032
FlushCompilationQueueImpl,14,14.000000,0.038205,0.000000,0.018121,0.002729,0.001373,0.001344,0.000000,0.000189,0.000096,0.000108
FlushCompilationQueue,13,13.000000,0.027890,0.000213,0.014606,0.002145,0.000940,0.001010,0.000013,0.000659,0.000078,0.000026
RecompileSkeleton,13,13.000000,0.003479,0.000107,0.000433,0.000268,0.000252,0.003076,0.000097,0.000375,0.000237,0.000229
EKismetCompilerStats_CreateClassVariables,20,20.000000,0.000329,0.000000,0.000056,0.000016,0.000008,0.000329,0.000000,0.000056,0.000016,0.000008
FixUpDelegateParameters,13,13.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000
DetectNewDefaultVariables,13,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ReinstanceQueued,13,13.000000,0.001363,0.000000,0.000372,0.000105,0.000090,0.001121,0.000000,0.000315,0.000086,0.000073
FixupDelegateProperties,13,13.000000,0.000003,0.000000,0.000001,0.000000,0.000000,0.000003,0.000000,0.000001,0.000000,0.000000
ProcessExtensions,13,13.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000
BlueprintPaletteFavorites,1,1.000000,0.000044,0.000044,0.000044,0.000044,0.000044,0.000044,0.000044,0.000044,0.000044,0.000044
MoveOldClassesToNewClasses,13,13.000000,0.008029,0.000004,0.003129,0.000618,0.000446,0.007959,0.000004,0.003113,0.000612,0.000444
SetNewDefaultVariables,13,13.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000
PostCDOCompiled,13,13.000000,0.000127,0.000004,0.000028,0.000010,0.000008,0.000127,0.000004,0.000028,0.000010,0.000008
ClearTemporaryFlags,13,13.000000,0.000757,0.000001,0.000160,0.000058,0.000060,0.000757,0.000001,0.000160,0.000058,0.000060
BroadcastBlueprintCompiled,13,13.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000
UEdGraphPin::Purge,13,13.000000,0.000048,0.000000,0.000026,0.000004,0.000002,0.000048,0.000000,0.000026,0.000004,0.000002
FlushReinstancingQueueImpl,161,161.000000,0.013742,0.000000,0.013679,0.000085,0.000000,0.000196,0.000000,0.000134,0.000001,0.000000
S_Actor,1,1.000000,0.000069,0.000069,0.000069,0.000069,0.000069,0.000052,0.000052,0.000052,0.000052,0.000052
BrushComponent0,11,11.000000,0.000128,0.000000,0.000054,0.000012,0.000002,0.000078,0.000000,0.000032,0.000007,0.000002
SpectatorPawnMovement,2,2.000000,0.000005,0.000002,0.000003,0.000002,0.000003,0.000005,0.000002,0.000003,0.000002,0.000003
TextureCube,2,2.000000,0.000050,0.000025,0.000025,0.000025,0.000025,0.000044,0.000022,0.000022,0.000022,0.000022
DefaultTextureCube,1,1.000000,0.000094,0.000094,0.000094,0.000094,0.000094,0.000072,0.000072,0.000072,0.000072,0.000072
VolumeTexture,2,2.000000,0.000030,0.000005,0.000025,0.000015,0.000025,0.000027,0.000005,0.000022,0.000013,0.000022
DefaultVolumeTexture2D,1,1.000000,0.000101,0.000101,0.000101,0.000101,0.000101,0.000082,0.000082,0.000082,0.000082,0.000082
DefaultVolumeTexture,1,1.000000,0.000059,0.000059,0.000059,0.000059,0.000059,0.000052,0.000052,0.000052,0.000052,0.000052
Other Classes,114,114.000000,0.679086,0.000008,0.481244,0.005957,0.000008,0.129227,0.000008,0.074322,0.001134,0.000008
LocalizationTargetSet,2,2.000000,0.000005,0.000001,0.000004,0.000003,0.000004,0.000005,0.000001,0.000004,0.000003,0.000004
LocalizationTarget,8,8.000000,0.000053,0.000002,0.000017,0.000007,0.000006,0.000053,0.000002,0.000017,0.000007,0.000006
InputBehaviorSet,136,136.000000,0.000165,0.000001,0.000004,0.000001,0.000001,0.000165,0.000001,0.000004,0.000001,0.000001
EditorGizmoRegistryCategoryEntry_Primary,3,3.000000,0.000020,0.000002,0.000014,0.000007,0.000004,0.000020,0.000002,0.000014,0.000007,0.000004
EditorGizmoRegistryCategoryEntry_Accessory,3,3.000000,0.000009,0.000001,0.000006,0.000003,0.000002,0.000009,0.000001,0.000006,0.000003,0.000002
AssetDefinition_AssetTypeActionsProxy,49,49.000000,0.000140,0.000001,0.000047,0.000003,0.000001,0.000140,0.000001,0.000047,0.000003,0.000001
AssetDefinitionRegistry,1,1.000000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016
FbxSkeletalMeshImportData,7,7.000000,0.000022,0.000002,0.000005,0.000003,0.000003,0.000022,0.000002,0.000005,0.000003,0.000003
FbxAnimSequenceImportData,7,7.000000,0.000040,0.000003,0.000011,0.000006,0.000004,0.000040,0.000003,0.000011,0.000006,0.000004
FbxTextureImportData,7,7.000000,0.000032,0.000002,0.000008,0.000005,0.000005,0.000032,0.000002,0.000008,0.000005,0.000005
InterchangeManager,1,1.000000,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005
InterchangeEditorUtilitiesBase,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
NavCollision,62,62.000000,0.000271,0.000001,0.000021,0.000004,0.000004,0.000271,0.000001,0.000021,0.000004,0.000004
EditorCube,1,1.000000,0.000145,0.000145,0.000145,0.000145,0.000145,0.000003,0.000003,0.000003,0.000003,0.000003
UNavCollision::GetCookedData,31,31.000000,0.005626,0.000049,0.000572,0.000181,0.000102,0.000239,0.000003,0.000016,0.000008,0.000007
DDC_GetSynchronous,35,35.000000,0.012608,0.000045,0.002557,0.000360,0.000121,0.001137,0.000005,0.000281,0.000032,0.000011
EditorSphere,1,1.000000,0.000101,0.000101,0.000101,0.000101,0.000101,0.000002,0.000002,0.000002,0.000002,0.000002
FColorVertexBuffer::InitRHI,2,2.000000,0.000020,0.000007,0.000014,0.000010,0.000014,0.000017,0.000005,0.000012,0.000009,0.000012
EditorCylinder,1,1.000000,0.000152,0.000152,0.000152,0.000152,0.000152,0.000005,0.000005,0.000005,0.000005,0.000005
EditorPlane,1,1.000000,0.000123,0.000123,0.000123,0.000123,0.000123,0.000003,0.000003,0.000003,0.000003,0.000003
CheckerPattern,1,1.000000,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031
MaterialExpressionViewProperty,2,2.000000,0.000017,0.000003,0.000014,0.000008,0.000014,0.000017,0.000003,0.000014,0.000008,0.000014
ScaleUVsByCenter,1,1.000000,0.000046,0.000046,0.000046,0.000046,0.000046,0.000046,0.000046,0.000046,0.000046,0.000046
ScreenResolution,1,1.000000,0.000044,0.000044,0.000044,0.000044,0.000044,0.000038,0.000038,0.000038,0.000038,0.000038
ScreenAlignedUVs,1,1.000000,0.000043,0.000043,0.000043,0.000043,0.000043,0.000042,0.000042,0.000042,0.000042,0.000042
SkySphereMaterial,1,1.000000,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043,0.000043
EditorSkySphere,1,1.000000,0.000144,0.000144,0.000144,0.000144,0.000144,0.000004,0.000004,0.000004,0.000004,0.000004
FloorPlaneMaterial,1,1.000000,0.000094,0.000094,0.000094,0.000094,0.000094,0.000094,0.000094,0.000094,0.000094,0.000094
DaylightAmbientCubemap,1,1.000000,0.000100,0.000100,0.000100,0.000100,0.000100,0.000071,0.000071,0.000071,0.000071,0.000071
FBlockDecoder::TryParallelDecompressTo,2,2.000000,0.014850,0.003490,0.011361,0.007425,0.011321,0.000006,0.000002,0.000005,0.000003,0.000005
BlockDecoder.TryDecompressTo.PF,8,8.000000,0.037484,0.001681,0.011061,0.004686,0.005234,0.000065,0.000003,0.000014,0.000008,0.000009
NiagaraBakerOutputTexture2D,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
NiagaraParameterCollectionInstance,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
NavLinkRenderingComponent,1,1.000000,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007
NavLinkCustomComponent,1,1.000000,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007
ISMPoolComponent,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
ISMPoolDebugDrawComponent,1,1.000000,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006
FieldSystemComponent,1,1.000000,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005
ChaosGameplayEventDispatcher,1,1.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003
GeometryCollectionComponent,1,1.000000,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008
GeometryCollectionISMPoolComponent,1,1.000000,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006
GeometryCollectionISMPoolDebugDrawComponent,1,1.000000,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006
PostProcessComponent,1,1.000000,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009
