Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
AutomationTest System.Core.Math.FInt32Vector2,1,1.000000,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013
AutomationTest System.Core.Math.FInt64Vector2,1,1.000000,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005
AutomationTest System.Core.Math.FUint32Vector2,1,1.000000,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006
AutomationTest System.Core.Math.FUint64Vector2,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
AutomationTest System.Core.Math.FInt32Vector3,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
AutomationTest System.Core.Math.FInt64Vector3,1,1.000000,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009
AutomationTest System.Core.Math.FUint32Vector3,1,1.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003
AutomationTest System.Core.Math.FUint64Vector3,1,1.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003
AutomationTest System.Core.Math.FInt32Vector4,1,1.000000,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008
AutomationTest System.Core.Math.FInt64Vector4,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
AutomationTest System.Core.Math.FUint32Vector4,1,1.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003
AutomationTest System.Core.Math.FUint64Vector4,1,1.000000,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007
AutomationTest System.Core.Math.RangeBound,1,1.000000,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005
AutomationTest System.Core.Math.RangeSet,1,1.000000,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010
AutomationTest System.Core.Math.Range,1,1.000000,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017
AutomationTest System.Core.Math.Unit Conversion,1,1.000000,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007
AutomationTest System.Core.Math.Unit Parsing,1,1.000000,0.000138,0.000138,0.000138,0.000138,0.000138,0.000138,0.000138,0.000138,0.000138,0.000138
AutomationTest System.Core.Math.Vector Register Abstraction Test,1,1.000000,0.000417,0.000417,0.000417,0.000417,0.000417,0.000417,0.000417,0.000417,0.000417,0.000417
AutomationTest System.Core.Math.Interpolation Function Test,1,1.000000,0.000036,0.000036,0.000036,0.000036,0.000036,0.000036,0.000036,0.000036,0.000036,0.000036
AutomationTest System.Core.Math.RoundToIntHalfToEven Vector,1,1.000000,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011
AutomationTest System.Core.Math.Round HalfToZero,1,1.000000,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008
AutomationTest System.Core.Math.Round HalfFromZero,1,1.000000,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006
AutomationTest System.Core.Math.IsNearlyEqualByULP,1,1.000000,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019
AutomationTest System.Core.Math.IntegerFunctions,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
AutomationTest System.Core.Math.NaNandInfTest,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
AutomationTest System.Core.Math.Bitcast,1,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
AutomationTest System.Core.Math.Wrap,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
AutomationTest System.Core.Math.WrapExclusive,1,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
AutomationTest System.Core.Math.InitVector,1,1.000000,0.000047,0.000047,0.000047,0.000047,0.000047,0.000047,0.000047,0.000047,0.000047,0.000047
AutomationTest System.Core.Math.Box Test,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
AutomationTest System.Core.Memory.CompositeBuffer,1,1.000000,0.000083,0.000083,0.000083,0.000083,0.000083,0.000083,0.000083,0.000083,0.000083,0.000083
AutomationTest System.Core.Memory.MemoryView,1,1.000000,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031,0.000031
AutomationTest System.Core.Memory.UniqueBuffer,1,1.000000,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006
AutomationTest System.Core.Memory.SharedBuffer,1,1.000000,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009
AutomationTest System.Core.Memory.BufferOwner,1,1.000000,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007
AutomationTest System.Core.Memory.UniqueBufferFromArray,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
AutomationTest System.Core.Memory.SharedBufferFromArray,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
AutomationTest System.Core.Misc.AES,1,1.000000,0.012043,0.012043,0.012043,0.012043,0.012043,0.012043,0.012043,0.012043,0.012043,0.012043
AutomationTest System.Core.Misc.AsciiSet,1,1.000000,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011
AutomationTest System.Core.Misc.Atomic,1,1.000000,0.000085,0.000085,0.000085,0.000085,0.000085,0.000085,0.000085,0.000085,0.000085,0.000085
AutomationTest System.Core.Misc.ByteSwap,1,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
AutomationTest System.Core.Misc.Char,1,1.000000,0.000771,0.000771,0.000771,0.000771,0.000771,0.000771,0.000771,0.000771,0.000771,0.000771
AutomationTest System.Core.Misc.CircularBuffer,1,1.000000,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
AutomationTest System.Core.Misc.CircularQueue,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
AutomationTest System.Core.Misc.DateTime,1,1.000000,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011
AutomationTest System.Core.Misc.DisplayName,1,1.000000,0.000024,0.000024,0.000024,0.000024,0.000024,0.000024,0.000024,0.000024,0.000024,0.000024
AutomationTest System.Core.Misc.Guid,1,1.000000,0.000024,0.000024,0.000024,0.000024,0.000024,0.000024,0.000024,0.000024,0.000024,0.000024
AutomationTest System.Core.Time.MonotonicTimeSpan,1,1.000000,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006
AutomationTest System.Core.Time.MonotonicTimePoint,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
AutomationTest System.Core.TOptional.NonIntrusive,1,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
AutomationTest System.Core.TOptional.Intrusive,1,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
AutomationTest System.Core.Misc.Paths,1,1.000000,0.000117,0.000117,0.000117,0.000117,0.000117,0.000117,0.000117,0.000117,0.000117,0.000117
AutomationTest System.Core.Misc.PathViews.CollapseDirectories,1,1.000000,0.000029,0.000029,0.000029,0.000029,0.000029,0.000029,0.000029,0.000029,0.000029,0.000029
AutomationTest System.Core.Misc.PathViews.RemoveDuplicateSlashes,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
AutomationTest System.Core.Misc.PathViews.GetCleanFilename,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
AutomationTest System.Core.Misc.PathViews.GetBaseFilename,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
AutomationTest System.Core.Misc.PathViews.GetPath,1,1.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003
AutomationTest System.Core.Misc.PathViews.GetExtension,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
AutomationTest System.Core.Misc.PathViews.GetPathLeaf,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
AutomationTest System.Core.Misc.PathViews.IsPathLeaf,1,1.000000,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008
AutomationTest System.Core.Misc.PathViews.Split,1,1.000000,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006
AutomationTest System.Core.Misc.PathViews.IterateComponents,1,1.000000,0.000028,0.000028,0.000028,0.000028,0.000028,0.000028,0.000028,0.000028,0.000028,0.000028
AutomationTest System.Core.Misc.PathViews.IterateAncestors,1,1.000000,0.000018,0.000018,0.000018,0.000018,0.000018,0.000018,0.000018,0.000018,0.000018,0.000018
AutomationTest System.Core.Misc.PathViews.Append,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
AutomationTest System.Core.Misc.PathViews.ChangeExtension,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
AutomationTest System.Core.Misc.PathViews.SetExtension,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
AutomationTest System.Core.Misc.PathViews.EqualsAndLess,1,1.000000,0.000033,0.000033,0.000033,0.000033,0.000033,0.000033,0.000033,0.000033,0.000033,0.000033
AutomationTest System.Core.Misc.PathViews.TryMakeChildPathRelativeTo,1,1.000000,0.000014,0.000014,0.000014,0.000014,0.000014,0.000014,0.000014,0.000014,0.000014,0.000014
AutomationTest System.Core.Misc.PathViews.IsRelativePath,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
AutomationTest System.Core.Misc.PathViews.HasRedundantTerminatingSeparator,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
AutomationTest System.Core.Misc.PathViews.SplitFirstComponent,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
AutomationTest System.Core.Misc.PathViews.AppendPath,1,1.000000,0.000024,0.000024,0.000024,0.000024,0.000024,0.000024,0.000024,0.000024,0.000024,0.000024
AutomationTest System.Core.Misc.PathViews.GetMountPointNameFromPath,1,1.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003
AutomationTest System.Core.Misc.PathViews.ToAbsolute,1,1.000000,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010
AutomationTest System.Core.Misc.PathViews.VolumeSpecifier,1,1.000000,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017
AutomationTest System.Core.Misc.StringConvertTests,1,1.000000,0.000012,0.000012,0.000012,0.000012,0.000012,0.000012,0.000012,0.000012,0.000012,0.000012
AutomationTest System.Core.Misc.Queue,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
AutomationTest System.Core.Hash.SecureHash,1,1.000000,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071,0.000071
AutomationTest System.Core.Misc.SourceLocation,1,1.000000,0.000047,0.000047,0.000047,0.000047,0.000047,0.000047,0.000047,0.000047,0.000047,0.000047
AutomationTest System.Core.Misc.TCharToUtf8,1,1.000000,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021
AutomationTest System.Core.Time.Timespan,1,1.000000,0.000042,0.000042,0.000042,0.000042,0.000042,0.000042,0.000042,0.000042,0.000042,0.000042
AutomationTest System.Core.Misc.TripleBuffer,1,1.000000,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005
AutomationTest System.Core.Serialization.Base64.encode/decode RFC test vectors,1,1.000000,0.000014,0.000014,0.000014,0.000014,0.000014,0.000014,0.000014,0.000014,0.000014,0.000014
AutomationTest System.Core.Serialization.Base64.Standard encode/decode every 6 bit input,1,1.000000,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008
AutomationTest System.Core.Serialization.Base64.URLSafe encode/decode every 6 bit input,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
AutomationTest System.Core.Serialization.Base64.Negative,1,1.000000,0.000039,0.000039,0.000039,0.000039,0.000039,0.000039,0.000039,0.000039,0.000039,0.000039
AutomationTest System.Core.Serialization.CompactBinary.Attachment,1,1.000000,0.000081,0.000081,0.000081,0.000081,0.000081,0.000072,0.000072,0.000072,0.000072,0.000072
Oodle.Encode,334,334.000000,0.113444,0.000000,0.013304,0.000340,0.000000,0.113444,0.000000,0.013304,0.000340,0.000000
AutomationTest System.Core.Serialization.CompactBinary.Package,1,1.000000,0.000058,0.000058,0.000058,0.000058,0.000058,0.000058,0.000058,0.000058,0.000058,0.000058
AutomationTest System.Core.Serialization.CompactBinary.InvalidPackage,1,1.000000,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010
AutomationTest System.Core.Serialization.MeasureCompactBinary,1,1.000000,0.000089,0.000089,0.000089,0.000089,0.000089,0.000089,0.000089,0.000089,0.000089,0.000089
AutomationTest System.Core.Serialization.SaveCompactBinary,1,1.000000,0.000039,0.000039,0.000039,0.000039,0.000039,0.000039,0.000039,0.000039,0.000039,0.000039
AutomationTest System.Core.Serialization.ValidateCompactBinary,1,1.000000,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022
AutomationTest System.Core.Serialization.ValidateCompactBinaryRange,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
AutomationTest System.Core.Serialization.ValidateCompactBinaryAttachment,1,1.000000,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015
AutomationTest System.Core.Serialization.ValidateCompactBinaryPackage,1,1.000000,0.000043,0.000043,0.000043,0.000043,0.000043,0.000041,0.000041,0.000041,0.000041,0.000041
AutomationTest System.Core.Serialization.CbWriter.Object,1,1.000000,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009
AutomationTest System.Core.Serialization.CbWriter.Array,1,1.000000,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005
AutomationTest System.Core.Serialization.CbWriter.Null,1,1.000000,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013
AutomationTest System.Core.Serialization.CbWriter.Binary,1,1.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003
AutomationTest System.Core.Serialization.CbWriter.String,1,1.000000,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010
AutomationTest System.Core.Serialization.CbWriter.Integer,1,1.000000,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022
AutomationTest System.Core.Serialization.CbWriter.Float,1,1.000000,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007
AutomationTest System.Core.Serialization.CbWriter.Bool,1,1.000000,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006
AutomationTest System.Core.Serialization.CbWriter.ObjectAttachment,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
AutomationTest System.Core.Serialization.CbWriter.BinaryAttachment,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
AutomationTest System.Core.Serialization.CbWriter.Hash,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
AutomationTest System.Core.Serialization.CbWriter.Uuid,1,1.000000,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006
AutomationTest System.Core.Serialization.CbWriter.DateTime,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
AutomationTest System.Core.Serialization.CbWriter.TimeSpan,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
AutomationTest System.Core.Serialization.CbWriter.ObjectId,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
AutomationTest System.Core.Serialization.CbWriter.CustomById,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
AutomationTest System.Core.Serialization.CbWriter.CustomByName,1,1.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003
AutomationTest System.Core.Serialization.CbWriter.Complex,1,1.000000,0.000068,0.000068,0.000068,0.000068,0.000068,0.000068,0.000068,0.000068,0.000068,0.000068
AutomationTest System.Core.Serialization.CbWriter.OwnedReadOnly,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
AutomationTest System.Core.Serialization.CbWriter.Stream,1,1.000000,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015
AutomationTest System.Core.Serialization.CbWriter.State,1,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
AutomationTest System.Core.Serialization.MemoryReader,1,1.000000,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013
AutomationTest System.Core.Serialization.MemoryWriter,1,1.000000,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008
AutomationTest System.Core.String.UpperCase,1,1.000000,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015
AutomationTest System.Core.String.LowerCase,1,1.000000,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005
AutomationTest System.Core.String.PascalCase,1,1.000000,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021,0.000021
AutomationTest System.Core.String.Escape,1,1.000000,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006
AutomationTest System.Core.String.Find,1,1.000000,0.000039,0.000039,0.000039,0.000039,0.000039,0.000039,0.000039,0.000039,0.000039,0.000039
AutomationTest System.Core.String.Join,1,1.000000,0.000027,0.000027,0.000027,0.000027,0.000027,0.000027,0.000027,0.000027,0.000027,0.000027
AutomationTest System.Core.String.RemoveFrom,1,1.000000,0.000048,0.000048,0.000048,0.000048,0.000048,0.000048,0.000048,0.000048,0.000048,0.000048
AutomationTest System.Core.String.Split,1,1.000000,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101,0.000101
AutomationTest System.Core.Templates.NoDestroy,1,1.000000,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006
AutomationTest System.Core.Templates.Sorting,1,1.000000,0.000048,0.000048,0.000048,0.000048,0.000048,0.000048,0.000048,0.000048,0.000048,0.000048
AutomationTest System.Core.Templates.ValueOrError,1,1.000000,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022
AutomationTest System.Engine.FileSystem.JSON.Conversion,1,1.000000,0.000098,0.000098,0.000098,0.000098,0.000098,0.000098,0.000098,0.000098,0.000098,0.000098
AutomationTest System.Engine.FileSystem.JSON,1,1.000000,0.000726,0.000726,0.000726,0.000726,0.000726,0.000726,0.000726,0.000726,0.000726,0.000726
AutomationTest System.Engine.FileSystem.JSON.MacroToSerializeMembers,1,1.000000,0.000024,0.000024,0.000024,0.000024,0.000024,0.000024,0.000024,0.000024,0.000024,0.000024
AutomationTest System.Engine.FileSystem.RapidJSONUtils.Basic,1,1.000000,0.000020,0.000020,0.000020,0.000020,0.000020,0.000020,0.000020,0.000020,0.000020,0.000020
AutomationTest System.Engine.FileSystem.RapidJSONUtils.ErrorHandling,1,1.000000,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008
AutomationTest System.Engine.FileSystem.RapidJSONUtils.ParseEmpty,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
AutomationTest System.Engine.Projects.Loading.RapidJsonPluginLoading,1,1.000000,0.000079,0.000079,0.000079,0.000079,0.000079,0.000079,0.000079,0.000079,0.000079,0.000079
AutomationTest System.Engine.Projects.Loading.PluginDescriptor,1,1.000000,0.000148,0.000148,0.000148,0.000148,0.000148,0.000148,0.000148,0.000148,0.000148,0.000148
AutomationTest System.Engine.Projects.Loading.ProjectDescriptor,1,1.000000,0.000144,0.000144,0.000144,0.000144,0.000144,0.000011,0.000011,0.000011,0.000011,0.000011
AutomationTest System.AssetRegistry.ExportPath,1,1.000000,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015
AutomationTest System.AssetRegistry.FixedTag.NumberlessExportPath,1,1.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003
AutomationTest System.AssetRegistry.FixedTag.Store,1,1.000000,0.000098,0.000098,0.000098,0.000098,0.000098,0.000098,0.000098,0.000098,0.000098,0.000098
AutomationTest System.Core.Misc.PackageNames,1,1.000000,0.000102,0.000102,0.000102,0.000102,0.000102,0.000102,0.000102,0.000102,0.000102,0.000102
AutomationTest UObject.Class AttemptToFindUninitializedScriptStructMembers,1,1.000000,0.012139,0.012139,0.012139,0.012139,0.012139,0.011827,0.011827,0.011827,0.011827,0.011827
PropertyPathTestObject,12,12.000000,0.000033,0.000002,0.000013,0.000003,0.000002,0.000033,0.000002,0.000013,0.000003,0.000002
AutomationTest UObject.Class FindUndeclaredObjectReferencesInStructSerializers,1,1.000000,0.001233,0.001233,0.001233,0.001233,0.001233,0.000929,0.000929,0.000929,0.000929,0.000929
AutomationTest UObject.Field Cast,1,1.000000,0.000012,0.000012,0.000012,0.000012,0.000012,0.000012,0.000012,0.000012,0.000012,0.000012
AutomationTest UE.CoreUObject.OptionalProperty.Size,1,1.000000,0.000132,0.000132,0.000132,0.000132,0.000132,0.000042,0.000042,0.000042,0.000042,0.000042
OptionalPropertyTestObject,8,8.000000,0.000010,0.000001,0.000002,0.000001,0.000001,0.000010,0.000001,0.000002,0.000001,0.000001
AutomationTest UE.CoreUObject.OptionalProperty.InitializeValue,1,1.000000,0.000037,0.000037,0.000037,0.000037,0.000037,0.000029,0.000029,0.000029,0.000029,0.000029
AutomationTest UE.CoreUObject.OptionalProperty.ClearValue,1,1.000000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000012,0.000012,0.000012,0.000012,0.000012
AutomationTest UE.CoreUObject.OptionalProperty.CopyValueIn,1,1.000000,0.000023,0.000023,0.000023,0.000023,0.000023,0.000017,0.000017,0.000017,0.000017,0.000017
AutomationTest UE.CoreUObject.OptionalProperty.CopyValueOut,1,1.000000,0.000029,0.000029,0.000029,0.000029,0.000029,0.000020,0.000020,0.000020,0.000020,0.000020
AutomationTest UE.CoreUObject.OptionalProperty.Identical,1,1.000000,0.000083,0.000083,0.000083,0.000083,0.000083,0.000057,0.000057,0.000057,0.000057,0.000057
AutomationTest UE.CoreUObject.OptionalProperty.GetValueTypeHash,1,1.000000,0.000022,0.000022,0.000022,0.000022,0.000022,0.000013,0.000013,0.000013,0.000013,0.000013
AutomationTest UE.CoreUObject.OptionalProperty.OptionalPropertyLayout,1,1.000000,0.000018,0.000018,0.000018,0.000018,0.000018,0.000012,0.000012,0.000012,0.000012,0.000012
AutomationTest CoreUObject.PropertyPathFunctions.FindProperty,1,1.000000,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022
AutomationTest CoreUObject.PropertyPathFunctions.TryResolve,1,1.000000,0.000221,0.000221,0.000221,0.000221,0.000221,0.000214,0.000214,0.000214,0.000214,0.000214
TestPropertyPathFunctionsClass,1,1.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003
AutomationTest CoreUObject.PropertyPathName,1,1.000000,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032,0.000032
AutomationTest CoreUObject.PropertyPathNameTree,1,1.000000,0.000023,0.000023,0.000023,0.000023,0.000023,0.000023,0.000023,0.000023,0.000023,0.000023
AutomationTest CoreUObject.PropertyTypeName.Smoke,1,1.000000,0.000127,0.000127,0.000127,0.000127,0.000127,0.000127,0.000127,0.000127,0.000127,0.000127
AutomationTest CoreUObject.TWeakFieldPtr.Smoke,1,1.000000,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007
AutomationTest System.Core.Loading.FPublicExportMap.Basic,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
AutomationTest System.Core.Loading.FPublicExportMap.Iteration,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
AutomationTest System.Core.Loading.FPublicExportMap.PreInsertPublicExports,1,1.000000,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017
AutomationTest System.Engine.Online.ForeignIdRepTest,1,1.000000,0.000018,0.000018,0.000018,0.000018,0.000018,0.000018,0.000018,0.000018,0.000018,0.000018
AutomationTest System.Core.Networking.BinnedMovingValue,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
AutomationTest System.Core.Networking.FNetCloseResult.EnumTest,1,1.000000,0.000034,0.000034,0.000034,0.000034,0.000034,0.000034,0.000034,0.000034,0.000034,0.000034
